Tick, NumOfGoat, NumOfGrass 
4760, 42, 48
4761, 41, 47
4762, 39, 48
4763, 39, 49
4764, 39, 49
4765, 38, 49
4766, 38, 49
4767, 38, 48
4768, 38, 49
4769, 38, 48
4770, 38, 45
4771, 37, 46
4772, 37, 46
4773, 37, 47
4774, 37, 44
4775, 37, 45
4776, 37, 44
4777, 37, 45
4778, 37, 48
4779, 37, 53
4780, 37, 52
4781, 37, 50
4782, 37, 50
4783, 37, 53
4784, 37, 54
4785, 35, 52
4786, 35, 55
4787, 36, 51
4788, 35, 52
4789, 37, 52
4790, 36, 51
4791, 37, 50
4792, 37, 48
4793, 38, 46
4794, 38, 49
4795, 38, 49
4796, 38, 50
4797, 37, 52
4798, 37, 53
4799, 36, 53
4800, 36, 52
4801, 37, 53
4802, 37, 52
4803, 36, 53
4804, 36, 53
4805, 35, 48
4806, 36, 51
4807, 36, 52
4808, 36, 55
4809, 35, 54
4810, 35, 52
4811, 35, 54
4812, 36, 55
4813, 36, 57
4814, 37, 58
4815, 39, 58
4816, 38, 61
4817, 39, 57
4818, 39, 57
4819, 39, 55
4820, 39, 56
4821, 38, 55
4822, 38, 53
4823, 38, 55
4824, 38, 55
4825, 37, 53
4826, 37, 54
4827, 36, 54
4828, 36, 53
4829, 37, 54
4830, 37, 50
4831, 37, 50
4832, 38, 52
4833, 38, 50
4834, 38, 47
4835, 38, 45
4836, 38, 47
4837, 39, 47
4838, 39, 49
4839, 37, 48
4840, 37, 49
4841, 37, 51
4842, 38, 53
4843, 39, 52
4844, 39, 48
4845, 39, 46
4846, 40, 46
4847, 40, 46
4848, 41, 43
4849, 40, 43
4850, 40, 43
4851, 40, 41
4852, 39, 39
4853, 40, 38
4854, 41, 39
4855, 42, 40
4856, 42, 38
4857, 43, 40
4858, 43, 40
4859, 43, 39
4860, 43, 37
4861, 44, 36
4862, 45, 38
4863, 45, 41
4864, 46, 43
4865, 47, 43
4866, 46, 42
4867, 44, 41
4868, 43, 42
4869, 44, 42
4870, 45, 43
4871, 44, 40
4872, 43, 43
4873, 43, 49
4874, 43, 45
4875, 42, 43
4876, 43, 43
4877, 43, 42
4878, 43, 43
4879, 44, 43
4880, 44, 47
4881, 44, 44
4882, 44, 43
4883, 44, 42
4884, 44, 43
4885, 44, 43
4886, 44, 45
4887, 44, 44
4888, 44, 42
4889, 44, 41
4890, 43, 42
4891, 43, 41
4892, 43, 41
4893, 43, 44
4894, 43, 45
4895, 44, 43
4896, 42, 43
4897, 44, 41
4898, 44, 45
4899, 44, 46
4900, 44, 47
4901, 44, 48
4902, 45, 48
4903, 45, 46
4904, 45, 48
4905, 45, 50
4906, 45, 49
4907, 44, 51
4908, 44, 50
4909, 45, 54
4910, 47, 52
4911, 47, 50
4912, 46, 48
4913, 45, 46
4914, 44, 45
4915, 45, 42
4916, 45, 42
4917, 45, 44
4918, 46, 42
4919, 46, 42
4920, 44, 44
4921, 45, 44
4922, 45, 44
4923, 45, 46
4924, 45, 45
4925, 45, 47
4926, 45, 46
4927, 45, 45
4928, 44, 45
4929, 46, 44
4930, 46, 45
4931, 47, 42
4932, 49, 40
4933, 49, 43
4934, 47, 45
4935, 47, 47
4936, 47, 48
4937, 48, 44
4938, 48, 41
4939, 48, 40
4940, 48, 40
4941, 47, 43
4942, 44, 42
4943, 45, 43
4944, 45, 40
4945, 45, 44
4946, 46, 45
4947, 44, 47
4948, 44, 47
4949, 45, 45
4950, 44, 45
4951, 44, 42
4952, 46, 42
4953, 45, 42
4954, 45, 41
4955, 44, 41
4956, 45, 43
4957, 46, 43
4958, 47, 45
4959, 45, 48
4960, 45, 48
4961, 45, 51
4962, 43, 46
4963, 43, 46
4964, 43, 42
4965, 44, 44
4966, 43, 45
4967, 43, 46
4968, 42, 44
4969, 43, 43
4970, 44, 42
4971, 46, 40
4972, 46, 43
4973, 46, 40
4974, 46, 35
4975, 44, 39
4976, 45, 39
4977, 46, 38
4978, 46, 43
4979, 45, 45
4980, 45, 44
4981, 42, 45
4982, 42, 45
4983, 43, 42
4984, 43, 45
4985, 43, 43
4986, 43, 46
4987, 44, 45
4988, 44, 47
4989, 45, 47
4990, 44, 48
4991, 44, 47
4992, 44, 47
4993, 43, 46
4994, 43, 42
4995, 43, 43
4996, 42, 44
4997, 41, 40
4998, 41, 40
4999, 41, 42
5000, 41, 43
5001, 41, 46
5002, 41, 46
5003, 41, 49
5004, 41, 51
5005, 42, 51
5006, 42, 49
5007, 42, 46
5008, 43, 46
5009, 44, 46
5010, 45, 43
5011, 45, 43
5012, 46, 44
5013, 46, 41
5014, 46, 43
5015, 45, 47
5016, 46, 46
5017, 47, 46
5018, 46, 42
5019, 45, 45
5020, 45, 45
5021, 46, 48
5022, 45, 49
5023, 45, 49
5024, 43, 47
5025, 43, 51
5026, 43, 52
5027, 42, 53
5028, 42, 52
5029, 41, 51
5030, 40, 47
5031, 41, 46
5032, 41, 48
5033, 42, 43
5034, 42, 43
5035, 42, 43
5036, 40, 44
5037, 40, 46
5038, 40, 51
5039, 40, 52
5040, 41, 53
5041, 41, 50
5042, 41, 50
5043, 41, 52
5044, 42, 50
5045, 42, 50
5046, 43, 50
5047, 43, 47
5048, 43, 49
5049, 43, 48
5050, 42, 47
5051, 42, 44
5052, 41, 44
5053, 42, 45
5054, 43, 45
5055, 44, 48
5056, 43, 48
5057, 44, 48
5058, 44, 51
5059, 44, 48
5060, 44, 50
5061, 46, 52
5062, 46, 50
5063, 46, 50
5064, 46, 48
5065, 45, 47
5066, 45, 49
5067, 44, 49
5068, 43, 49
5069, 42, 48
5070, 43, 47
5071, 43, 48
5072, 43, 50
5073, 42, 50
5074, 44, 45
5075, 44, 47
5076, 45, 45
5077, 45, 47
5078, 45, 49
5079, 45, 49
5080, 47, 51
5081, 49, 50
5082, 48, 50
5083, 48, 50
5084, 48, 53
5085, 47, 53
5086, 47, 49
5087, 48, 50
5088, 49, 51
5089, 50, 52
5090, 49, 49
5091, 48, 49
5092, 47, 51
5093, 46, 50
5094, 45, 46
5095, 45, 44
5096, 45, 40
5097, 45, 41
5098, 44, 38
5099, 43, 39
5100, 43, 40
5101, 43, 37
5102, 43, 37
5103, 43, 34
5104, 44, 35
5105, 44, 37
5106, 42, 39
5107, 41, 39
5108, 41, 38
5109, 41, 38
5110, 42, 42
5111, 42, 42
5112, 43, 43
5113, 44, 45
5114, 43, 47
5115, 43, 46
5116, 43, 45
5117, 43, 47
5118, 43, 49
5119, 42, 52
5120, 41, 52
5121, 41, 52
5122, 40, 52
5123, 40, 50
5124, 40, 48
5125, 40, 45
5126, 40, 40
5127, 40, 41
5128, 40, 43
5129, 40, 45
5130, 40, 47
5131, 40, 47
5132, 40, 50
5133, 39, 49
5134, 40, 50
5135, 40, 55
5136, 40, 54
5137, 40, 53
5138, 40, 53
5139, 39, 51
5140, 38, 52
5141, 38, 51
5142, 39, 53
5143, 39, 54
5144, 39, 58
5145, 39, 57
5146, 39, 61
5147, 39, 60
5148, 39, 57
5149, 41, 57
5150, 41, 59
5151, 42, 58
5152, 41, 58
5153, 41, 58
5154, 40, 56
5155, 40, 53
5156, 39, 54
5157, 39, 55
5158, 40, 53
5159, 38, 53
5160, 38, 50
5161, 38, 46
5162, 38, 47
5163, 38, 47
5164, 38, 47
5165, 38, 49
5166, 38, 51
5167, 38, 52
5168, 39, 49
5169, 39, 52
5170, 38, 50
5171, 37, 50
5172, 37, 49
5173, 38, 49
5174, 37, 48
5175, 37, 48
5176, 37, 47
5177, 38, 50
5178, 38, 53
5179, 37, 53
5180, 37, 53
5181, 36, 54
5182, 36, 52
5183, 35, 55
5184, 35, 55
5185, 35, 55
5186, 35, 54
5187, 35, 54
5188, 34, 53
5189, 34, 51
5190, 35, 51
5191, 35, 53
5192, 36, 55
5193, 36, 54
5194, 36, 51
5195, 36, 50
5196, 36, 51
5197, 36, 50
5198, 36, 48
5199, 37, 52
5200, 38, 51
5201, 38, 51
5202, 37, 48
5203, 37, 49
5204, 38, 50
5205, 38, 53
5206, 37, 52
5207, 38, 52
5208, 39, 53
5209, 38, 51
5210, 38, 51
5211, 38, 48
5212, 38, 50
5213, 39, 50
5214, 39, 50
5215, 38, 52
5216, 39, 52
5217, 39, 56
5218, 39, 57
5219, 39, 57
5220, 39, 56
5221, 39, 53
5222, 39, 52
5223, 39, 52
5224, 39, 54
5225, 38, 52
5226, 37, 55
5227, 37, 54
5228, 37, 53
5229, 37, 52
5230, 38, 51
5231, 38, 49
5232, 38, 49
5233, 38, 46
5234, 39, 46
5235, 40, 46
5236, 41, 45
5237, 40, 47
5238, 40, 46
5239, 40, 50
5240, 40, 50
5241, 40, 52
5242, 40, 52
5243, 40, 55
5244, 39, 50
5245, 38, 51
5246, 37, 53
5247, 37, 54
5248, 37, 51
5249, 36, 54
5250, 36, 54
5251, 37, 55
5252, 38, 53
5253, 39, 52
5254, 40, 51
5255, 41, 48
5256, 42, 49
5257, 43, 54
5258, 44, 54
5259, 45, 54
5260, 45, 54
5261, 47, 53
5262, 47, 54
5263, 48, 55
5264, 49, 53
5265, 49, 55
5266, 49, 55
5267, 48, 51
5268, 48, 47
5269, 47, 47
5270, 47, 46
5271, 47, 46
5272, 47, 48
5273, 45, 51
5274, 45, 51
5275, 45, 51
5276, 46, 48
5277, 44, 47
5278, 45, 47
5279, 46, 43
5280, 47, 45
5281, 46, 43
5282, 46, 45
5283, 46, 44
5284, 45, 42
5285, 46, 42
5286, 45, 39
5287, 46, 42
5288, 46, 46
5289, 48, 44
5290, 47, 47
5291, 46, 46
5292, 46, 45
5293, 46, 46
5294, 45, 45
5295, 45, 44
5296, 44, 42
5297, 44, 40
5298, 44, 40
5299, 42, 39
5300, 42, 42
5301, 41, 44
5302, 41, 39
5303, 41, 41
5304, 42, 41
5305, 41, 41
5306, 40, 46
5307, 40, 45
5308, 40, 44
5309, 40, 42
5310, 40, 39
5311, 39, 41
5312, 39, 41
5313, 39, 40
5314, 38, 40
5315, 38, 42
5316, 38, 42
5317, 38, 39
5318, 37, 41
5319, 37, 43
5320, 38, 41
5321, 38, 43
5322, 38, 44
5323, 39, 46
5324, 39, 46
5325, 40, 45
5326, 40, 46
5327, 41, 47
5328, 42, 45
5329, 42, 45
5330, 40, 47
5331, 40, 48
5332, 39, 47
5333, 40, 46
5334, 40, 48
5335, 39, 48
5336, 39, 49
5337, 39, 48
5338, 37, 47
5339, 37, 41
5340, 37, 39
5341, 37, 43
5342, 37, 43
5343, 36, 44
5344, 36, 43
5345, 35, 41
5346, 35, 40
5347, 36, 41
5348, 36, 41
5349, 35, 42
5350, 37, 43
5351, 37, 44
5352, 37, 45
5353, 38, 44
5354, 38, 46
5355, 39, 49
5356, 40, 48
5357, 39, 48
5358, 40, 52
5359, 41, 52
5360, 40, 50
5361, 42, 51
5362, 42, 53
5363, 41, 53
5364, 41, 53
5365, 40, 53
5366, 39, 50
5367, 40, 46
5368, 39, 44
5369, 41, 44
5370, 41, 45
5371, 41, 46
5372, 42, 46
5373, 42, 47
5374, 42, 46
5375, 42, 48
5376, 41, 49
5377, 41, 47
5378, 40, 47
5379, 39, 48
5380, 39, 49
5381, 38, 50
5382, 38, 51
5383, 38, 49
5384, 38, 50
5385, 38, 49
5386, 38, 50
5387, 37, 55
5388, 38, 54
5389, 38, 49
5390, 36, 49
5391, 36, 49
5392, 35, 50
5393, 33, 47
5394, 33, 48
5395, 33, 48
5396, 33, 49
5397, 33, 48
5398, 33, 44
5399, 33, 45
5400, 33, 45
5401, 33, 47
5402, 33, 48
5403, 34, 51
5404, 34, 51
5405, 34, 50
5406, 35, 50
5407, 35, 51
5408, 35, 51
5409, 34, 53
5410, 36, 54
5411, 37, 59
5412, 37, 58
5413, 36, 58
5414, 36, 55
5415, 36, 53
5416, 36, 52
5417, 36, 53
5418, 36, 53
5419, 36, 49
5420, 35, 52
5421, 35, 52
5422, 35, 52
5423, 35, 53
5424, 35, 53
5425, 35, 53
5426, 35, 55
5427, 35, 56
5428, 35, 56
5429, 35, 56
5430, 34, 52
5431, 34, 52
5432, 34, 51
5433, 34, 53
5434, 33, 55
5435, 33, 55
5436, 33, 53
5437, 33, 54
5438, 34, 54
5439, 34, 50
5440, 34, 53
5441, 34, 53
5442, 34, 55
5443, 35, 54
5444, 35, 55
5445, 35, 56
5446, 35, 50
5447, 36, 52
5448, 37, 52
5449, 38, 53
5450, 38, 53
5451, 38, 52
5452, 38, 54
5453, 37, 51
5454, 37, 50
5455, 37, 48
5456, 37, 51
5457, 37, 48
5458, 37, 46
5459, 37, 44
5460, 37, 44
5461, 37, 48
5462, 38, 45
5463, 38, 47
5464, 38, 47
5465, 39, 48
5466, 39, 45
5467, 38, 47
5468, 39, 47
5469, 38, 48
5470, 38, 48
5471, 39, 51
5472, 39, 52
5473, 39, 49
5474, 39, 49
5475, 40, 50
5476, 41, 49
5477, 41, 48
5478, 41, 52
5479, 40, 52
5480, 40, 51
5481, 39, 48
5482, 39, 47
5483, 38, 47
5484, 39, 49
5485, 38, 50
5486, 38, 48
5487, 39, 44
5488, 38, 46
5489, 39, 44
5490, 39, 46
5491, 41, 45
5492, 42, 44
5493, 42, 49
5494, 41, 49
5495, 41, 48
5496, 41, 45
5497, 41, 42
5498, 41, 43
5499, 41, 44
5500, 42, 47
5501, 40, 48
5502, 39, 50
5503, 40, 53
5504, 40, 53
5505, 41, 55
5506, 40, 52
5507, 40, 50
5508, 40, 44
5509, 39, 43
5510, 38, 42
5511, 39, 43
5512, 39, 46
5513, 37, 43
5514, 37, 46
5515, 37, 47
5516, 37, 50
5517, 37, 47
5518, 36, 46
5519, 37, 49
5520, 37, 48
5521, 36, 48
5522, 37, 47
5523, 38, 51
5524, 38, 52
5525, 38, 51
5526, 38, 50
5527, 38, 46
5528, 38, 47
5529, 39, 47
5530, 39, 49
5531, 40, 47
5532, 40, 48
5533, 41, 42
5534, 41, 44
5535, 41, 46
5536, 41, 42
5537, 42, 43
5538, 42, 40
5539, 41, 40
5540, 41, 41
5541, 40, 42
5542, 40, 42
5543, 41, 41
5544, 41, 44
5545, 40, 43
5546, 41, 43
5547, 41, 46
5548, 41, 43
5549, 41, 43
5550, 41, 40
5551, 42, 41
5552, 43, 40
5553, 44, 41
5554, 45, 41
5555, 45, 41
5556, 46, 45
5557, 45, 45
5558, 45, 43
5559, 46, 47
5560, 47, 46
5561, 46, 46
5562, 46, 46
5563, 44, 44
5564, 44, 46
5565, 44, 43
5566, 43, 43
5567, 43, 42
5568, 43, 40
5569, 42, 40
5570, 41, 44
5571, 41, 45
5572, 40, 48
5573, 40, 47
5574, 40, 44
5575, 40, 46
5576, 40, 47
5577, 40, 47
5578, 40, 48
5579, 39, 51
5580, 39, 53
5581, 39, 53
5582, 39, 50
5583, 39, 48
5584, 39, 47
5585, 40, 43
5586, 40, 44
5587, 40, 43
5588, 40, 47
5589, 39, 50
5590, 39, 49
5591, 39, 50
5592, 39, 51
5593, 40, 54
5594, 39, 54
5595, 38, 55
5596, 39, 57
5597, 39, 53
5598, 38, 47
5599, 39, 45
5600, 39, 45
5601, 39, 45
5602, 39, 42
5603, 38, 42
5604, 38, 43
5605, 38, 43
5606, 38, 41
5607, 38, 42
5608, 38, 43
5609, 39, 41
5610, 39, 41
5611, 39, 42
5612, 39, 42
5613, 40, 42
5614, 40, 45
5615, 40, 48
5616, 40, 50
5617, 40, 46
5618, 40, 48
5619, 39, 47
5620, 39, 46
5621, 39, 46
5622, 39, 47
5623, 38, 48
5624, 38, 52
5625, 38, 52
5626, 38, 53
5627, 38, 51
5628, 39, 48
5629, 39, 47
5630, 39, 46
5631, 38, 49
5632, 37, 48
5633, 37, 51
5634, 37, 52
5635, 37, 50
5636, 35, 48
5637, 36, 48
5638, 35, 49
5639, 35, 49
5640, 35, 47
5641, 36, 48
5642, 36, 42
5643, 36, 41
5644, 36, 43
5645, 36, 42
5646, 36, 46
5647, 36, 48
5648, 35, 48
5649, 35, 51
5650, 35, 53
5651, 34, 51
5652, 34, 51
5653, 34, 50
5654, 34, 46
5655, 34, 46
5656, 34, 47
5657, 34, 49
5658, 34, 47
5659, 34, 49
5660, 34, 51
5661, 34, 51
5662, 34, 49
5663, 34, 51
5664, 34, 54
5665, 34, 57
5666, 34, 61
5667, 33, 60
5668, 33, 57
5669, 33, 60
5670, 33, 59
5671, 33, 59
5672, 33, 56
5673, 33, 55
5674, 33, 54
5675, 33, 52
5676, 33, 57
5677, 33, 59
5678, 33, 58
5679, 33, 56
5680, 33, 57
5681, 33, 53
5682, 33, 53
5683, 33, 49
5684, 33, 47
5685, 33, 46
5686, 33, 47
5687, 32, 47
5688, 32, 49
5689, 32, 47
5690, 32, 45
5691, 32, 44
5692, 32, 45
5693, 33, 45
5694, 34, 43
5695, 35, 44
5696, 35, 48
5697, 36, 48
5698, 36, 48
5699, 36, 51
5700, 36, 52
5701, 36, 50
5702, 35, 49
5703, 34, 50
5704, 34, 50
5705, 33, 49
5706, 34, 51
5707, 34, 48
5708, 34, 50
5709, 34, 50
5710, 35, 51
5711, 36, 52
5712, 36, 52
5713, 36, 50
5714, 36, 49
5715, 36, 50
5716, 35, 50
5717, 35, 50
5718, 35, 51
5719, 35, 55
5720, 35, 50
5721, 35, 49
5722, 35, 42
5723, 36, 46
5724, 37, 42
5725, 37, 41
5726, 38, 42
5727, 38, 43
5728, 38, 46
5729, 39, 50
5730, 40, 52
5731, 41, 49
5732, 41, 52
5733, 42, 50
5734, 42, 47
5735, 43, 44
5736, 44, 45
5737, 44, 48
5738, 44, 46
5739, 44, 44
5740, 44, 43
5741, 44, 44
5742, 43, 41
5743, 42, 43
5744, 42, 45
5745, 41, 47
5746, 41, 48
5747, 41, 49
5748, 41, 48
5749, 41, 46
5750, 40, 43
5751, 41, 47
5752, 41, 44
5753, 41, 45
5754, 42, 47
5755, 41, 48
5756, 42, 50
5757, 43, 47
5758, 43, 48
5759, 42, 47
5760, 42, 47
5761, 42, 47
5762, 42, 47
5763, 42, 46
5764, 42, 47
5765, 45, 46
5766, 43, 50
5767, 42, 48
5768, 43, 48
5769, 44, 48
5770, 46, 48
5771, 47, 47
5772, 47, 45
5773, 48, 42
5774, 47, 45
5775, 46, 46
5776, 46, 43
5777, 46, 44
5778, 46, 43
5779, 47, 43
5780, 46, 40
5781, 44, 41
5782, 45, 43
5783, 45, 43
5784, 45, 45
5785, 44, 44
5786, 45, 40
5787, 46, 41
5788, 46, 36
5789, 43, 38
5790, 44, 39
5791, 44, 39
5792, 43, 42
5793, 43, 44
5794, 43, 46
5795, 43, 44
5796, 42, 45
5797, 41, 47
5798, 41, 45
5799, 41, 45
5800, 41, 46
5801, 41, 45
5802, 41, 43
5803, 41, 41
5804, 41, 43
5805, 41, 44
5806, 41, 44
5807, 41, 46
5808, 41, 44
5809, 41, 46
5810, 40, 47
5811, 40, 47
5812, 40, 47
5813, 40, 48
5814, 40, 47
5815, 40, 44
5816, 40, 44
5817, 40, 40
5818, 40, 41
5819, 40, 39
5820, 40, 40
5821, 39, 38
5822, 38, 38
5823, 38, 38
5824, 38, 42
5825, 37, 43
5826, 37, 45
5827, 38, 43
5828, 37, 41
5829, 37, 38
5830, 37, 40
5831, 37, 40
5832, 37, 41
5833, 37, 40
5834, 37, 39
5835, 37, 39
5836, 37, 43
5837, 36, 43
5838, 38, 45
5839, 38, 47
5840, 39, 45
5841, 39, 42
5842, 39, 43
5843, 38, 45
5844, 39, 46
5845, 39, 46
5846, 40, 48
5847, 40, 47
5848, 39, 49
5849, 39, 49
5850, 38, 49
5851, 38, 47
5852, 37, 50
5853, 37, 48
5854, 36, 45
5855, 37, 46
5856, 37, 47
5857, 37, 47
5858, 38, 46
5859, 38, 48
5860, 39, 48
5861, 39, 52
5862, 39, 48
5863, 40, 47
5864, 40, 47
5865, 40, 48
5866, 40, 47
5867, 41, 48
5868, 41, 43
5869, 42, 40
5870, 41, 41
5871, 41, 43
5872, 42, 48
5873, 41, 50
5874, 41, 51
5875, 41, 53
5876, 41, 52
5877, 41, 53
5878, 40, 52
5879, 39, 53
5880, 39, 53
5881, 39, 51
5882, 39, 50
5883, 40, 51
5884, 40, 51
5885, 41, 54
5886, 40, 54
5887, 40, 54
5888, 40, 55
5889, 40, 57
5890, 40, 59
5891, 40, 58
5892, 39, 57
5893, 38, 53
5894, 37, 56
5895, 38, 57
5896, 38, 57
5897, 38, 55
5898, 38, 56
5899, 38, 56
5900, 39, 55
5901, 39, 54
5902, 39, 54
5903, 39, 52
5904, 39, 52
5905, 38, 50
5906, 38, 48
5907, 38, 44
5908, 37, 45
5909, 38, 45
5910, 38, 49
5911, 39, 46
5912, 39, 45
5913, 39, 44
5914, 39, 46
5915, 38, 46
5916, 38, 48
5917, 38, 47
5918, 38, 47
5919, 38, 49
5920, 38, 44
5921, 37, 46
5922, 38, 44
5923, 38, 43
5924, 38, 41
5925, 38, 44
5926, 38, 47
5927, 38, 49
5928, 38, 48
5929, 37, 49
5930, 37, 50
5931, 37, 51
5932, 37, 52
5933, 37, 55
5934, 37, 59
5935, 37, 58
5936, 37, 56
5937, 37, 54
5938, 37, 57
5939, 37, 57
5940, 37, 55
5941, 36, 56
5942, 35, 55
5943, 35, 53
5944, 35, 55
5945, 35, 59
5946, 34, 59
5947, 35, 60
5948, 35, 58
5949, 35, 57
5950, 35, 57
5951, 36, 55
5952, 37, 51
5953, 38, 48
5954, 39, 47
5955, 39, 46
5956, 39, 49
5957, 38, 46
5958, 38, 45
5959, 38, 47
5960, 39, 50
5961, 39, 49
5962, 38, 53
5963, 38, 52
5964, 38, 50
5965, 38, 50
5966, 39, 50
5967, 39, 50
5968, 39, 51
5969, 39, 51
5970, 39, 48
5971, 39, 48
5972, 39, 47
5973, 38, 45
5974, 38, 45
5975, 38, 42
5976, 38, 45
5977, 38, 49
5978, 38, 50
5979, 38, 50
5980, 39, 53
5981, 39, 54
5982, 39, 55
5983, 39, 54
5984, 38, 52
5985, 38, 53
5986, 37, 52
5987, 37, 50
5988, 37, 50
5989, 38, 50
5990, 37, 51
5991, 37, 49
5992, 37, 54
5993, 37, 53
5994, 37, 49
5995, 36, 50
5996, 36, 51
5997, 36, 54
5998, 36, 50
5999, 34, 52
6000, 34, 51
6001, 33, 51
6002, 33, 55
6003, 33, 56
6004, 34, 53
6005, 35, 48
6006, 37, 49
6007, 38, 51
6008, 38, 52
6009, 38, 49
6010, 39, 48
6011, 39, 49
6012, 39, 50
6013, 39, 50
6014, 38, 47
6015, 37, 43
6016, 37, 42
6017, 37, 41
6018, 37, 42
6019, 37, 44
6020, 37, 46
6021, 37, 45
6022, 38, 50
6023, 38, 49
6024, 39, 45
6025, 40, 46
6026, 39, 51
6027, 40, 50
6028, 40, 51
6029, 40, 45
6030, 39, 47
6031, 39, 45
6032, 38, 46
6033, 39, 47
6034, 39, 51
6035, 39, 50
6036, 39, 48
6037, 38, 50
6038, 39, 49
6039, 39, 51
6040, 39, 53
6041, 39, 53
6042, 38, 53
6043, 37, 51
6044, 36, 49
6045, 36, 52
6046, 36, 51
6047, 36, 52
6048, 36, 50
6049, 36, 49
6050, 35, 51
6051, 35, 49
6052, 35, 50
6053, 35, 44
6054, 35, 48
6055, 34, 48
6056, 34, 49
6057, 35, 49
6058, 35, 47
6059, 36, 49
6060, 37, 47
6061, 37, 47
6062, 38, 50
6063, 38, 52
6064, 38, 53
6065, 38, 53
6066, 39, 53
6067, 38, 51
6068, 38, 50
6069, 38, 53
6070, 37, 52
6071, 37, 52
6072, 37, 52
6073, 37, 53
6074, 37, 54
6075, 37, 52
6076, 37, 52
6077, 38, 52
6078, 38, 48
6079, 38, 46
6080, 38, 50
6081, 38, 50
6082, 38, 53
6083, 39, 53
6084, 39, 51
6085, 39, 51
6086, 38, 51
6087, 37, 49
6088, 37, 51
6089, 36, 52
6090, 36, 50
6091, 36, 54
6092, 37, 55
6093, 36, 55
6094, 37, 49
6095, 37, 50
6096, 37, 49
6097, 37, 48
6098, 38, 49
6099, 40, 50
6100, 40, 49
6101, 39, 48
6102, 39, 50
6103, 40, 49
6104, 40, 49
6105, 40, 45
6106, 40, 47
6107, 40, 47
6108, 41, 45
6109, 40, 45
6110, 40, 46
6111, 40, 49
6112, 41, 50
6113, 40, 48
6114, 40, 50
6115, 40, 48
6116, 40, 50
6117, 41, 48
6118, 40, 44
6119, 42, 47
6120, 42, 46
6121, 42, 44
6122, 42, 45
6123, 41, 43
6124, 41, 45
6125, 41, 45
6126, 39, 48
6127, 39, 50
6128, 40, 49
6129, 39, 52
6130, 40, 51
6131, 41, 51
6132, 41, 51
6133, 42, 50
6134, 42, 47
6135, 42, 47
6136, 42, 47
6137, 42, 47
6138, 41, 50
6139, 41, 48
6140, 40, 46
6141, 39, 48
6142, 40, 48
6143, 40, 44
6144, 41, 44
6145, 42, 43
6146, 42, 46
6147, 41, 41
6148, 41, 42
6149, 41, 44
6150, 41, 40
6151, 41, 41
6152, 39, 42
6153, 38, 41
6154, 38, 43
6155, 39, 46
6156, 39, 48
6157, 39, 48
6158, 40, 44
6159, 39, 46
6160, 39, 45
6161, 39, 48
6162, 39, 48
6163, 39, 50
6164, 39, 51
6165, 38, 51
6166, 37, 51
6167, 36, 52
6168, 35, 54
6169, 35, 53
6170, 35, 54
6171, 35, 55
6172, 35, 56
6173, 36, 59
6174, 37, 56
6175, 38, 56
6176, 40, 57
6177, 41, 56
6178, 41, 56
6179, 41, 55
6180, 42, 53
6181, 42, 53
6182, 42, 53
6183, 41, 50
6184, 41, 47
6185, 40, 45
6186, 42, 45
6187, 43, 45
6188, 44, 47
6189, 44, 48
6190, 43, 44
6191, 44, 47
6192, 44, 48
6193, 44, 46
6194, 44, 44
6195, 44, 46
6196, 42, 44
6197, 42, 48
6198, 41, 51
6199, 41, 52
6200, 42, 48
6201, 41, 51
6202, 41, 49
6203, 41, 51
6204, 41, 53
6205, 42, 52
6206, 43, 52
6207, 42, 51
6208, 42, 49
6209, 43, 49
6210, 42, 47
6211, 42, 45
6212, 43, 46
6213, 43, 44
6214, 43, 46
6215, 42, 46
6216, 42, 45
6217, 42, 45
6218, 42, 46
6219, 42, 47
6220, 43, 45
6221, 43, 45
6222, 41, 45
6223, 41, 44
6224, 43, 44
6225, 43, 43
6226, 43, 46
6227, 44, 46
6228, 45, 42
6229, 46, 39
6230, 47, 41
6231, 48, 41
6232, 48, 44
6233, 48, 42
6234, 48, 41
6235, 48, 40
6236, 48, 42
6237, 47, 44
6238, 47, 45
6239, 46, 47
6240, 45, 45
6241, 44, 42
6242, 44, 44
6243, 44, 42
6244, 43, 41
6245, 43, 42
6246, 43, 41
6247, 43, 42
6248, 43, 44
6249, 43, 46
6250, 43, 46
6251, 43, 48
6252, 44, 47
6253, 44, 50
6254, 41, 50
6255, 40, 52
6256, 40, 53
6257, 40, 56
6258, 40, 54
6259, 40, 52
6260, 41, 50
6261, 42, 49
6262, 42, 45
6263, 42, 45
6264, 42, 45
6265, 42, 45
6266, 42, 46
6267, 43, 44
6268, 43, 48
6269, 44, 46
6270, 44, 47
6271, 44, 45
6272, 44, 45
6273, 44, 47
6274, 44, 47
6275, 43, 46
6276, 43, 46
6277, 44, 47
6278, 45, 44
6279, 45, 45
6280, 45, 40
6281, 44, 43
6282, 44, 45
6283, 44, 44
6284, 44, 41
6285, 45, 43
6286, 45, 44
6287, 44, 45
6288, 43, 42
6289, 42, 44
6290, 42, 42
6291, 42, 42
6292, 41, 42
6293, 41, 44
6294, 41, 47
6295, 39, 49
6296, 39, 51
6297, 39, 52
6298, 39, 52
6299, 40, 51
6300, 40, 49
6301, 40, 51
6302, 38, 51
6303, 38, 50
6304, 38, 53
6305, 38, 51
6306, 37, 50
6307, 38, 49
6308, 39, 49
6309, 38, 50
6310, 38, 48
6311, 39, 48
6312, 40, 47
